id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
6314,merged,47,104,6,51,0,2,2,0,95194,5.992310449541053e+307,0,5.992310449541053e+307,8,6,2,0,122912,1,3418,625,0,0,0,0,0,0,0,0,0,0,0,126
5495,merged,2,4,0,2,0,1,0,1,-147575,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,4048272026,2,301,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,merged,0,4,0,4,0,1,1,0,-88912,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,77114032,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,merged,0,3,0,3,0,3,0,3,4230321217,5.992310449541053e+307,0,5.992310449541053e+307,12,4,4,0,4230338851,2,29,1,0,0,0,0,0,0,0,0,0,0,0,1
5468,merged,0,3,0,3,0,2,2,0,423380128,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,4646459104,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0
5465,merged,0,2,0,2,0,1,1,0,-42972,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,217069,2,17,7,0,0,0,0,0,0,0,0,0,0,0,0
5461,merged,0,4,0,4,0,3,3,0,5525.98,5.992310449541053e+307,0,5.992310449541053e+307,12,12,0,0,9875557,2,24,6,0,0,0,0,0,0,0,0,0,0,0,0
5460,merged,0,1,0,1,0,2,2,0,859681,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,2175.1,2,40,5,0,0,0,0,0,0,0,0,0,0,0,0
5457,merged,0,2,0,2,0,1,1,0,-8295977,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,29.92,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0
5454,merged,0,9,0,9,0,4,4,0,85652249,5.992310449541053e+307,0,5.992310449541053e+307,16,16,0,0,87661105,2,206,170,0,0,0,0,0,0,0,0,0,0,0,0
5453,merged,0,2,0,2,0,4,4,0,783410.28,5.992310449541053e+307,0,5.992310449541053e+307,16,16,0,0,4832654873,3,78,2,0,0,0,0,0,0,0,0,0,0,0,0
5445,merged,0,7,0,7,0,2,2,0,2040051,5.992310449541053e+307,0,5.992310449541053e+307,8,8,0,0,421437259,2,276,314,0,0,0,0,0,0,0,0,0,0,0,0
5444,merged,0,1,0,1,0,1,1,0,-49644,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,500054421,2,31,36,0,0,0,0,0,0,0,0,0,0,0,0
