id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
4670,merged,2,31,0,29,0.0,11,0,11,686381024,5.992310449541053e+307,0,5.992310449541053e+307,33,33,0,0,688148.63,2,767,275,0,0,0,0,0,0,0.0,0,0,0,0,0
4568,merged,0,4,0,4,176453,7,6,1,85557388,5.992310449541053e+307,0,5.992310449541053e+307,21,21,0,0,158759164,2,62,65,0,0,0,0,0,0,0.0,0,0,0,0,0
4591,merged,0,12,0,12,0.0,7,7,0,172138386,5.992310449541053e+307,0,5.992310449541053e+307,21,21,0,0,173180948,2,133,69,0,0,0,0,0,0,0.0,0,0,0,0,0
4645,merged,0,6,0,6,3876581,4,3,1,530252253,5.992310449541053e+307,0,5.992310449541053e+307,12,9,1,0,605632928,2,122,105,0,0,0,0,0,0,0.0,0,0,0,0,0
4690,merged,0,17,0,17,0.0,16,0,16,687301.62,5.992310449541053e+307,0,5.992310449541053e+307,48,48,0,0,687947282,2,154,81,0,0,0,0,0,0,0.0,0,0,0,0,0
4914,merged,1,4,0,3,0.0,1,1,0,-2482317841,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,49438,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
4606,merged,0,11,0,11,271105,3,2,1,9587.61,5.992310449541053e+307,0,5.992310449541053e+307,9,9,0,0,86952.63,2,104,176,0,0,0,0,0,0,0.0,0,0,0,0,0
5195,merged,0,3,0,3,0.0,3,0,3,10192784,5.992310449541053e+307,0,5.992310449541053e+307,12,3,3,0,171818839,1,60,12,0,0,0,0,0,0,0.0,0,0,0,0,0
4985,merged,0,14,12,2,0.0,1,0,1,-212705,5.992310449541053e+307,0,5.992310449541053e+307,6,4,1,0,2040481,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3
4546,merged,14,208,85,109,0.0,1,1,0,-35111,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,9.85,1,414,388,0,0,0,0,0,0,0.0,0,0,0,0,3
4865,merged,48,48,0,0,0.0,1,1,0,-426353,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,9314,1,965,0,0,0,0,0,0,0,0.0,0,0,0,0,3
4423,merged,417,439,0,22,0.0,1,0,1,-269219,5.992310449541053e+307,0,5.992310449541053e+307,3,1,1,0,12929,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,17
5666,merged,29,126,23,74,0.0,1,0,1,-394724,5.992310449541053e+307,0,5.992310449541053e+307,4,4,0,0,20185,1,1526,1368,0,0,0,0,0,0,0.0,0,0,0,0,33
4661,merged,3,37,1,33,0.0,1,1,0,-713043,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,11746,1,948,328,0,0,0,0,0,0,0.0,0,0,0,0,4
4864,merged,48,48,0,0,0.0,1,1,0,-464833,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,19351,1,965,0,0,0,0,0,0,0,0.0,0,0,0,0,2
4548,merged,0,154,153,1,0.0,1,1,0,-88794,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,8392,1,0,3443,0,675,0,0,0,0,0.0,0,0,0,0,0
4607,merged,18,77,2,57,0.0,1,1,0,-10818969,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,16333,1,1960,1455,0,0,0,0,0,0,0.0,0,0,0,0,1
4716,merged,1,31,21,9,0.0,5,0,5,508592921,5.992310449541053e+307,0,5.992310449541053e+307,15,15,0,0,593668309,2,403,1082,0,0,0,0,0,0,0.0,0,0,0,0,0
4708,merged,0,21,0,21,0.0,7,0,7,185733694,5.992310449541053e+307,0,5.992310449541053e+307,21,21,0,0,186131693,2,572,302,0,0,0,0,0,0,0.0,0,0,0,0,13
4736,merged,0,6,0,6,0.0,8,0,8,1040311719,5.992310449541053e+307,0,5.992310449541053e+307,24,24,0,0,1040368075,2,8,5,0,0,0,0,0,0,0.0,0,0,0,0,4
5178,merged,0,5,0,5,0.0,7,0,7,82732531,9296826,1,9296826,28,28,0,0,86532409,2,123,95,0,0,1,0,1,1,0.0,0,0,0,0,0
4779,merged,0,6,0,6,0.0,3,0,3,602791728,517227836,0,517227836,9,9,0,1,603055.58,3,229,148,0,0,1,1,0,0,0.0,0,0,0,0,0
