id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,time_between_first_and_last_comment,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,inline_comments,effective_comments,average_time_between_comments,tests_run,tests_fail,tests_error,skipped_tests,self_merged_commits
5059,merged,1,8,0,7,0.0,2,0,2,72935649,5.992310449541053e+307,0,5.992310449541053e+307,8,4,2,0,761682635,2,44,21,0,0,0,0,0,0,0,0,0,0,0,1
5066,merged,2,16,0,14,0.0,1,0,1,-1020354,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,518509232,2,277,67,0,0,0,0,0,0,0,0,0,0,0,0
5032,merged,0,8,0,8,0.0,1,0,1,-401318174,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,609143724,2,94,23,0,0,0,0,0,0,0,0,0,0,0,0
5107,merged,0,1,0,1,0.0,3,0,3,3823431,5.992310449541053e+307,0,5.992310449541053e+307,12,6,3,0,1054128456,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0
5150,merged,20,84,0,64,0.0,1,0,1,-222581,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,159747,1,2511,528,0,0,0,0,0,0,0,0,0,0,0,20
5028,merged,2,17,0,15,0.0,1,0,1,-124771,5.992310449541053e+307,0,5.992310449541053e+307,4,2,1,0,1023415208,2,581,296,0,0,0,0,0,0,0,0,0,0,0,1
6078,merged,0,4,0,4,0.0,1,0,1,-541341,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,27145,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5
6079,merged,0,4,0,4,0.0,1,0,1,-598109,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,21.98,1,12,4,0,0,0,0,0,0,0,0,0,0,0,9
5353,merged,5,153,109,39,0.0,1,0,1,-70461,5.992310449541053e+307,0,5.992310449541053e+307,3,3,0,0,242222,1,0,3088,0,0,0,0,0,0,0,0,0,0,0,8
5356,merged,2,5,0,3,0.0,2,0,2,135004,5.992310449541053e+307,0,5.992310449541053e+307,6,6,0,0,188811,1,24,15,0,0,0,0,0,0,0,0,0,0,0,10
